iter	Passed	Remaining
558	1144	902
559	1145	900
560	1147	897
561	1149	895
562	1151	893
563	1153	891
564	1154	888
565	1156	886
566	1158	884
567	1159	882
568	1161	879
569	1163	877
570	1164	875
571	1166	872
572	1167	870
573	1169	868
574	1171	865
575	1173	863
576	1175	861
577	1176	859
578	1178	857
579	1180	854
580	1181	852
581	1183	849
582	1185	847
583	1186	845
584	1188	843
585	1190	840
586	1191	838
587	1193	836
588	1195	833
589	1196	831
590	1198	829
591	1200	827
592	1202	825
593	1203	822
594	1205	820
595	1207	818
596	1208	816
597	1210	813
598	1212	811
599	1214	809
600	1215	807
601	1217	805
602	1219	802
603	1221	800
604	1223	798
605	1224	796
606	1226	794
607	1228	792
608	1230	790
609	1232	787
610	1233	785
611	1235	782
612	1236	780
613	1237	778
614	1239	775
615	1241	773
616	1243	771
617	1245	769
618	1246	767
619	1248	765
620	1249	762
621	1251	760
622	1253	758
623	1255	756
624	1257	754
625	1259	752
626	1260	749
627	1262	747
628	1263	745
629	1265	743
630	1267	741
631	1269	738
632	1270	736
633	1272	734
634	1274	732
635	1275	729
636	1276	727
637	1278	725
638	1279	722
639	1281	720
640	1283	718
641	1284	716
642	1286	714
643	1287	711
644	1289	709
645	1290	707
646	1292	705
647	1293	702
648	1296	701
649	1298	698
650	1299	696
651	1301	694
652	1303	692
653	1304	690
654	1306	688
655	1307	685
656	1310	683
657	1311	681
658	1313	679
659	1315	677
660	1316	675
661	1318	673
662	1320	671
663	1321	668
664	1323	666
665	1325	664
666	1327	662
667	1329	660
668	1330	658
669	1331	656
670	1333	653
671	1334	651
672	1336	649
673	1338	647
674	1340	645
675	1341	643
676	1343	641
677	1345	638
678	1347	636
679	1348	634
680	1350	632
681	1352	630
682	1354	628
683	1356	626
684	1357	624
685	1359	622
686	1361	620
687	1362	617
688	1364	615
689	1366	613
690	1368	611
691	1369	609
692	1371	607
693	1372	605
694	1374	603
695	1376	601
696	1378	599
697	1380	597
698	1382	595
699	1383	593
700	1385	590
701	1387	588
702	1388	586
703	1390	584
704	1392	582
705	1393	580
706	1395	578
707	1396	575
708	1398	573
709	1399	571
710	1401	569
711	1402	567
712	1404	565
713	1406	563
714	1408	561
715	1410	559
716	1411	557
717	1413	555
718	1414	552
719	1416	550
720	1417	548
721	1419	546
722	1421	544
723	1423	542
724	1425	540
725	1426	538
726	1428	536
727	1429	534
728	1431	532
729	1432	530
730	1435	528
731	1437	526
732	1439	524
733	1441	522
734	1443	520
735	1444	518
736	1446	516
737	1448	514
738	1449	512
739	1451	510
740	1453	507
741	1454	505
742	1456	503
743	1458	501
744	1459	499
745	1461	497
746	1463	495
747	1465	493
748	1467	491
749	1468	489
750	1470	487
751	1471	485
752	1473	483
753	1474	481
754	1476	479
755	1478	477
756	1480	475
757	1481	473
758	1483	470
759	1484	468
760	1486	466
761	1487	464
762	1489	462
763	1491	460
764	1493	458
765	1495	456
766	1497	454
767	1498	452
768	1500	450
769	1501	448
770	1503	446
771	1505	444
772	1506	442
773	1508	440
774	1510	438
775	1512	436
776	1513	434
777	1515	432
778	1517	430
779	1519	428
780	1521	426
781	1522	424
782	1524	422
783	1526	420
784	1527	418
785	1529	416
786	1531	414
787	1533	412
788	1534	410
789	1536	408
790	1537	406
791	1539	404
792	1540	402
793	1542	400
794	1544	398
795	1546	396
796	1547	394
797	1549	392
798	1551	390
799	1553	388
800	1554	386
801	1556	384
802	1558	382
803	1560	380
804	1562	378
805	1563	376
806	1565	374
807	1566	372
808	1568	370
809	1570	368
810	1571	366
811	1573	364
812	1575	362
813	1577	360
814	1578	358
815	1580	356
816	1581	354
817	1583	352
818	1585	350
819	1586	348
820	1588	346
821	1590	344
822	1592	342
823	1593	340
824	1595	338
825	1596	336
826	1598	334
827	1600	332
828	1602	330
829	1604	328
830	1605	326
831	1607	324
832	1608	322
833	1610	320
834	1612	318
835	1614	316
836	1615	314
837	1617	312
838	1619	310
839	1621	308
840	1622	306
841	1624	304
842	1625	302
843	1627	300
844	1628	298
845	1630	296
846	1631	294
847	1633	292
848	1635	290
849	1637	288
850	1638	286
851	1641	285
852	1642	283
853	1644	281
854	1645	279
855	1647	277
856	1649	275
857	1650	273
858	1652	271
859	1654	269
860	1655	267
861	1657	265
862	1658	263
863	1660	261
864	1662	259
865	1664	257
866	1666	255
867	1668	253
868	1669	251
869	1671	249
870	1672	247
871	1674	245
872	1675	243
873	1677	241
874	1679	239
875	1680	237
876	1682	235
877	1683	233
878	1685	232
879	1687	230
880	1688	228
881	1690	226
882	1692	224
883	1693	222
884	1695	220
885	1697	218
886	1698	216
887	1700	214
888	1702	212
889	1704	210
890	1705	208
891	1707	206
892	1708	204
893	1710	202
894	1711	200
895	1713	198
896	1714	196
897	1716	194
898	1718	193
899	1719	191
900	1721	189
901	1723	187
902	1725	185
903	1726	183
904	1728	181
905	1730	179
906	1732	177
907	1733	175
908	1735	173
909	1736	171
910	1738	169
911	1740	167
912	1742	166
913	1743	164
914	1745	162
915	1747	160
916	1748	158
917	1750	156
918	1751	154
919	1753	152
920	1754	150
921	1756	148
922	1757	146
923	1759	144
924	1761	142
925	1762	140
926	1764	138
927	1765	136
928	1767	135
929	1768	133
930	1770	131
931	1772	129
932	1773	127
933	1775	125
934	1777	123
935	1779	121
936	1780	119
937	1782	117
938	1783	115
939	1785	113
940	1786	112
941	1788	110
942	1789	108
943	1791	106
944	1792	104
945	1794	102
946	1795	100
947	1797	98
948	1799	96
949	1801	94
950	1802	92
951	1804	90
952	1806	89
953	1807	87
954	1809	85
955	1811	83
956	1813	81
957	1815	79
958	1816	77
959	1818	75
960	1820	73
961	1822	71
962	1823	70
963	1825	68
964	1827	66
965	1828	64
966	1830	62
967	1832	60
968	1833	58
969	1835	56
970	1837	54
971	1839	52
972	1841	51
973	1843	49
974	1844	47
975	1846	45
976	1848	43
977	1850	41
978	1851	39
979	1852	37
980	1854	35
981	1855	34
982	1856	32
983	1858	30
984	1859	28
985	1861	26
986	1863	24
987	1865	22
988	1866	20
989	1868	18
990	1869	16
991	1871	15
992	1873	13
993	1874	11
994	1876	9
995	1878	7
996	1879	5
997	1881	3
998	1882	1
999	1884	0
